timestamp,open,high,low,close,volume
2024-08-16 20:00:00,554.3100,554.3100,554.3100,554.3100,1440205
2024-08-16 19:59:00,553.9300,553.9900,553.8700,553.9000,2726
2024-08-16 19:58:00,553.9550,553.9900,553.9200,553.9900,226
2024-08-16 19:57:00,553.9600,553.9900,553.9500,553.9550,2172
2024-08-16 19:56:00,553.9900,553.9900,553.9550,553.9700,1047
2024-08-16 19:55:00,553.9800,553.9900,553.9200,553.9900,1337
2024-08-16 19:54:00,553.9900,553.9900,553.9600,553.9900,78
2024-08-16 19:53:00,553.9750,554.0000,553.9700,553.9900,143
2024-08-16 19:52:00,553.9800,554.0000,553.9500,554.0000,329
2024-08-16 19:51:00,553.9400,553.9800,553.9100,553.9800,91
2024-08-16 19:50:00,553.9400,553.9800,553.9400,553.9800,14
2024-08-16 19:49:00,553.9900,553.9900,553.9400,553.9400,736
2024-08-16 19:48:00,553.9900,554.0000,553.9800,553.9900,1999
2024-08-16 19:47:00,553.9900,554.0000,553.9030,554.0000,27
2024-08-16 19:46:00,553.9900,554.0000,553.9000,553.9500,251
2024-08-16 19:45:00,553.9600,553.9900,553.9500,553.9900,156
2024-08-16 19:44:00,553.9600,553.9600,553.9500,553.9600,18
2024-08-16 19:43:00,553.9600,554.0000,553.9500,553.9600,270
2024-08-16 19:42:00,554.0000,554.0000,553.9200,553.9600,34
2024-08-16 19:41:00,554.0100,554.0200,553.9500,554.0000,1284
2024-08-16 19:40:00,554.0200,554.0200,553.9900,553.9900,225
2024-08-16 19:39:00,553.9950,554.0300,553.9900,554.0000,24
2024-08-16 19:38:00,553.9950,554.0300,553.9950,553.9950,26
2024-08-16 19:37:00,554.0400,554.0400,553.9700,554.0400,298
2024-08-16 19:36:00,553.9400,554.0400,553.9400,554.0400,54
2024-08-16 19:35:00,554.0400,554.0400,553.9800,553.9800,726
2024-08-16 19:34:00,553.9950,554.0100,553.9900,553.9900,92
2024-08-16 19:33:00,554.0000,554.0000,553.9900,553.9900,62
2024-08-16 19:32:00,554.0400,554.0400,553.9400,553.9950,6
2024-08-16 19:31:00,553.9800,554.0400,553.9800,554.0400,16
2024-08-16 19:30:00,554.0000,554.0400,553.9800,554.0400,6
2024-08-16 19:29:00,554.0500,554.0500,553.9700,553.9700,76
2024-08-16 19:28:00,554.0100,554.0490,553.9850,553.9850,203
2024-08-16 19:27:00,554.0000,554.0500,553.9200,554.0250,486
2024-08-16 19:26:00,554.0300,554.0500,553.9600,553.9600,385
2024-08-16 19:25:00,554.0300,554.0300,554.0150,554.0300,52
2024-08-16 19:24:00,554.0200,554.0200,554.0000,554.0200,542
2024-08-16 19:23:00,554.0150,554.0200,554.0000,554.0000,15
2024-08-16 19:22:00,553.9750,554.0300,553.9750,554.0150,8
2024-08-16 19:21:00,554.0300,554.0300,553.9200,554.0000,29
2024-08-16 19:20:00,554.0000,554.0200,553.9700,554.0200,286
2024-08-16 19:19:00,553.9600,553.9900,553.9600,553.9600,4
2024-08-16 19:18:00,553.9700,554.0180,553.9600,554.0000,7
2024-08-16 19:17:00,554.0000,554.0000,553.9700,553.9700,6
2024-08-16 19:16:00,554.0100,554.0200,553.9700,553.9700,129
2024-08-16 19:15:00,554.0100,554.0100,554.0100,554.0100,9
2024-08-16 19:14:00,553.9850,554.0100,553.9700,554.0100,820
2024-08-16 19:13:00,554.0000,554.0000,553.9500,554.0000,4
2024-08-16 19:12:00,553.9500,554.0000,553.9200,554.0000,117
2024-08-16 19:11:00,554.0000,554.0000,553.9500,554.0000,204
2024-08-16 19:10:00,554.0000,554.0000,553.9000,553.9000,118
2024-08-16 19:09:00,553.9000,553.9900,553.8700,553.9200,9492
2024-08-16 19:08:00,553.9000,553.9000,553.8950,553.9000,909
2024-08-16 19:07:00,553.9000,553.9000,553.8950,553.8950,1829
2024-08-16 19:06:00,553.9000,553.9000,553.8950,553.9000,3572
2024-08-16 19:05:00,553.9000,553.9000,553.8850,553.9000,587
2024-08-16 19:04:00,553.8700,553.9000,553.8410,553.9000,978
2024-08-16 19:03:00,553.9650,553.9700,553.8400,553.8900,8462
2024-08-16 19:02:00,553.9650,554.0000,553.9650,553.9650,402
2024-08-16 19:01:00,553.9650,554.0000,553.9300,553.9650,24
2024-08-16 19:00:00,553.9650,554.0000,553.9650,554.0000,49
2024-08-16 18:59:00,554.0000,554.0000,553.9650,554.0000,43
2024-08-16 18:58:00,553.9500,554.0000,553.9500,554.0000,14
2024-08-16 18:57:00,553.9650,554.0000,553.9300,553.9650,405
2024-08-16 18:56:00,553.9700,554.0000,553.9500,553.9650,99
2024-08-16 18:55:00,553.9950,554.0000,553.9500,553.9900,4488
2024-08-16 18:54:00,554.0500,554.0500,553.9900,554.0000,1195
2024-08-16 18:53:00,554.0500,554.0500,554.0250,554.0250,27
2024-08-16 18:52:00,553.9950,554.1000,553.9900,554.1000,158
2024-08-16 18:51:00,554.0000,554.0000,553.9900,554.0000,371
2024-08-16 18:50:00,553.9900,554.0000,553.9900,554.0000,449
2024-08-16 18:49:00,554.0000,554.0000,553.9950,554.0000,2061
2024-08-16 18:48:00,554.0000,554.0000,553.9950,554.0000,1468
2024-08-16 18:47:00,553.9900,554.0000,553.9900,553.9950,1310
2024-08-16 18:46:00,554.0000,554.0000,553.9950,554.0000,500
2024-08-16 18:45:00,554.0900,554.1000,553.9900,554.0000,14919
2024-08-16 18:44:00,554.0800,554.1000,554.0800,554.1000,41
2024-08-16 18:43:00,554.1000,554.1100,554.0900,554.0900,2771
2024-08-16 18:42:00,554.1400,554.1400,554.0850,554.1000,1786
2024-08-16 18:41:00,554.1900,554.1950,554.1300,554.1400,7092
2024-08-16 18:40:00,554.2000,554.2000,554.1900,554.1950,716
2024-08-16 18:39:00,554.2500,554.2500,554.1950,554.1950,10109
2024-08-16 18:38:00,554.2500,554.2500,554.2400,554.2490,165
2024-08-16 18:37:00,554.2500,554.2800,554.2500,554.2500,2594
2024-08-16 18:36:00,554.2650,554.2800,554.2600,554.2650,606
2024-08-16 18:35:00,554.2650,554.2800,554.2600,554.2650,18
2024-08-16 18:34:00,554.2800,554.2800,554.2800,554.2800,41
2024-08-16 18:33:00,554.2950,554.3100,554.2800,554.2800,1534
2024-08-16 18:32:00,554.3000,554.3000,554.2800,554.2950,9
2024-08-16 18:31:00,554.3000,554.3100,554.2950,554.2950,82
2024-08-16 18:30:00,554.3100,554.3200,554.3100,554.3100,1440773
2024-08-16 18:29:00,554.3200,554.3200,554.3100,554.3150,1071
2024-08-16 18:28:00,554.4100,554.4100,554.2800,554.3000,9162
2024-08-16 18:27:00,554.4600,554.4600,554.4200,554.4200,2035
